,Unnamed: 0,fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away,home.streak,away.streak,home.win.percent,away.win.percent,home.h2h.win.percent,away.h2h.win.percent,air.temp,cloud.amount,dewpoint.temp,rain.amount,rain.intensity,humidity,wind.speed,station.distance,team,opponent,home,result,streak,opp.streak,win.percent,opp.win.percent,h2h.win.percent,opp.h2h.win.percent,team.last.placement,opponent.last.placement
116,116,522329,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,,Kisapuisto,Lahti,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,,1,1,0.4588235294117647,0.4,0.42857142857142855,0.2857142857142857,25.279999999999998,0.6,11.059999999999999,,,41.1,0.95,3,MyPa,FC Lahti,0,False,1,1,0.4,0.4588235294117647,0.2857142857142857,0.42857142857142855,6,5
117,117,522330,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,,Wiklöf Holding Arena,Åland,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,1167,Rops,https://media.api-sports.io/football/teams/1167.png,True,2.0,4.0,1.0,3.0,2.0,4.0,,,,,-1,2,0.38823529411764707,0.2692307692307692,1.0,0.0,21.979999999999997,0.0,17.44,,,75.3,4.65,3,IFK Mariehamn,Rops,1,False,-1,2,0.38823529411764707,0.2692307692307692,1.0,0.0,4,11
117,117,522330,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,,Wiklöf Holding Arena,Åland,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,1167,Rops,https://media.api-sports.io/football/teams/1167.png,True,2.0,4.0,1.0,3.0,2.0,4.0,,,,,-1,2,0.38823529411764707,0.2692307692307692,1.0,0.0,21.979999999999997,0.0,17.44,,,75.3,4.65,3,Rops,IFK Mariehamn,0,True,2,-1,0.2692307692307692,0.38823529411764707,0.0,1.0,11,4
118,118,522331,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1,3,0.35294117647058826,0.40476190476190477,0.5714285714285714,0.2857142857142857,19.98,2.4,17.220000000000006,,0.0,84.4,0.9400000000000001,6,Turku PS,vaasa PS,1,Draw,-1,3,0.35294117647058826,0.40476190476190477,0.5714285714285714,0.2857142857142857,8,3
118,118,522331,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1,3,0.35294117647058826,0.40476190476190477,0.5714285714285714,0.2857142857142857,19.98,2.4,17.220000000000006,,0.0,84.4,0.9400000000000001,6,vaasa PS,Turku PS,0,Draw,3,-1,0.40476190476190477,0.35294117647058826,0.2857142857142857,0.5714285714285714,3,8
119,119,522332,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,True,0.0,5.0,0.0,1.0,0.0,5.0,,,,,-2,-1,0.4117647058823529,0.2823529411764706,0.5714285714285714,0.14285714285714285,24.770000000000003,,12.2,,0.0,45.7,,1,Honka,FF Jaro,1,False,-2,-1,0.4117647058823529,0.2823529411764706,0.5714285714285714,0.14285714285714285,2,10
119,119,522332,,UTC,2014-07-20T15:30:00+00:00,1405870200,1405870200.0,1405873800.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 20,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,True,0.0,5.0,0.0,1.0,0.0,5.0,,,,,-2,-1,0.4117647058823529,0.2823529411764706,0.5714285714285714,0.14285714285714285,24.770000000000003,,12.2,,0.0,45.7,,1,FF Jaro,Honka,0,True,-1,-2,0.2823529411764706,0.4117647058823529,0.14285714285714285,0.5714285714285714,10,2
120,120,522333,,UTC,2014-07-26T13:00:00+00:00,1406379600,1406379600.0,1406383200.0,,Jakobstads Centralplan,Jacobstad,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,689,SJK,https://media.api-sports.io/football/teams/689.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,1,-1,0.29069767441860467,0.47368421052631576,1.0,0.0,29.439999999999998,0.1,12.919999999999998,,,36.2,3.9500000000000006,22,FF Jaro,SJK,1,False,1,-1,0.29069767441860467,0.47368421052631576,1.0,0.0,10,13
120,120,522333,,UTC,2014-07-26T13:00:00+00:00,1406379600,1406379600.0,1406383200.0,,Jakobstads Centralplan,Jacobstad,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,689,SJK,https://media.api-sports.io/football/teams/689.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,1,-1,0.29069767441860467,0.47368421052631576,1.0,0.0,29.439999999999998,0.1,12.919999999999998,,,36.2,3.9500000000000006,22,SJK,FF Jaro,0,True,-1,1,0.47368421052631576,0.29069767441860467,0.0,1.0,13,10
121,121,522334,,UTC,2014-07-26T14:00:00+00:00,1406383200,1406383200.0,1406386800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,Draw,3.0,3.0,1.0,1.0,3.0,3.0,,,,,-3,1,0.37209302325581395,0.627906976744186,0.14285714285714285,0.42857142857142855,28.77,0.0,10.24,0.0,0.0,31.7,3.2399999999999998,6,Inter Turku,HJK helsinki,1,Draw,-3,1,0.37209302325581395,0.627906976744186,0.14285714285714285,0.42857142857142855,9,1
121,121,522334,,UTC,2014-07-26T14:00:00+00:00,1406383200,1406383200.0,1406386800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,Draw,3.0,3.0,1.0,1.0,3.0,3.0,,,,,-3,1,0.37209302325581395,0.627906976744186,0.14285714285714285,0.42857142857142855,28.77,0.0,10.24,0.0,0.0,31.7,3.2399999999999998,6,HJK helsinki,Inter Turku,0,Draw,1,-3,0.627906976744186,0.37209302325581395,0.42857142857142855,0.14285714285714285,1,9
122,122,522335,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,1.0,1.0,1.0,0.0,1.0,1.0,,,,,-3,0,0.4069767441860465,0.3488372093023256,0.2857142857142857,0.7142857142857143,25.77,,17.68,,0.0,61.1,,1,Honka,Turku PS,1,Draw,-3,0,0.4069767441860465,0.3488372093023256,0.2857142857142857,0.7142857142857143,2,8
122,122,522335,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,1.0,1.0,1.0,0.0,1.0,1.0,,,,,-3,0,0.4069767441860465,0.3488372093023256,0.2857142857142857,0.7142857142857143,25.77,,17.68,,0.0,61.1,,1,Turku PS,Honka,0,Draw,0,-3,0.3488372093023256,0.4069767441860465,0.7142857142857143,0.2857142857142857,8,2
123,123,522336,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,,Hietalahden jalkapallostadion,Vaasa,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,,0,-2,0.4,0.38372093023255816,0.2857142857142857,0.42857142857142855,27.040000000000003,0.0,14.45,,0.0,46.0,4.98,1,vaasa PS,IFK Mariehamn,1,False,0,-2,0.4,0.38372093023255816,0.2857142857142857,0.42857142857142855,3,4
123,123,522336,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,,Hietalahden jalkapallostadion,Vaasa,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,,0,-2,0.4,0.38372093023255816,0.2857142857142857,0.42857142857142855,27.040000000000003,0.0,14.45,,0.0,46.0,4.98,1,IFK Mariehamn,vaasa PS,0,True,-2,0,0.38372093023255816,0.4,0.42857142857142855,0.2857142857142857,4,3
124,124,522337,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,628.0,Rovaniemen Keskuskenttä,Rovaniemi,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,3,2,0.2830188679245283,0.46511627906976744,0.5,0.25,25.750549450549467,2.7362637362637363,12.606593406593404,,,44.10989010989011,,1,Rops,FC Lahti,1,False,3,2,0.2830188679245283,0.46511627906976744,0.5,0.25,11,5
124,124,522337,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,628.0,Rovaniemen Keskuskenttä,Rovaniemi,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,3,2,0.2830188679245283,0.46511627906976744,0.5,0.25,25.750549450549467,2.7362637362637363,12.606593406593404,,,44.10989010989011,,1,FC Lahti,Rops,0,True,2,3,0.46511627906976744,0.2830188679245283,0.25,0.5,5,11
125,125,522338,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,626.0,Kymenlaakson Sähkö Stadion,Myllykoski,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,5.0,3.0,1.0,1.0,5.0,3.0,,,,,-1,1,0.3953488372093023,0.3372093023255814,0.5714285714285714,0.14285714285714285,27.979999999999997,0.1,11.59,,,36.1,4.360000000000001,15,MyPa,KuPS,1,True,-1,1,0.3953488372093023,0.3372093023255814,0.5714285714285714,0.14285714285714285,6,7
125,125,522338,,UTC,2014-07-27T15:30:00+00:00,1406475000,1406475000.0,1406478600.0,626.0,Kymenlaakson Sähkö Stadion,Myllykoski,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 21,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,5.0,3.0,1.0,1.0,5.0,3.0,,,,,-1,1,0.3953488372093023,0.3372093023255814,0.5714285714285714,0.14285714285714285,27.979999999999997,0.1,11.59,,,36.1,4.360000000000001,15,KuPS,MyPa,0,False,1,-1,0.3372093023255814,0.3953488372093023,0.14285714285714285,0.5714285714285714,7,6
126,126,522339,,UTC,2014-08-02T13:00:00+00:00,1406984400,1406984400.0,1406988000.0,626.0,Kymenlaakson Sähkö Stadion,Myllykoski,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,1,0,0.40229885057471265,0.6206896551724138,0.14285714285714285,0.7142857142857143,26.45,1.0,9.78,,,35.0,2.3800000000000003,15,MyPa,HJK helsinki,1,False,1,0,0.40229885057471265,0.6206896551724138,0.14285714285714285,0.7142857142857143,6,1
126,126,522339,,UTC,2014-08-02T13:00:00+00:00,1406984400,1406984400.0,1406988000.0,626.0,Kymenlaakson Sähkö Stadion,Myllykoski,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,1,0,0.40229885057471265,0.6206896551724138,0.14285714285714285,0.7142857142857143,26.45,1.0,9.78,,,35.0,2.3800000000000003,15,HJK helsinki,MyPa,0,True,0,1,0.6206896551724138,0.40229885057471265,0.7142857142857143,0.14285714285714285,1,6
127,127,522340,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,,Seinäjoen keskuskenttä,Seinäjoki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,689,SJK,https://media.api-sports.io/football/teams/689.png,Draw,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,2.0,2.0,0.0,1.0,2.0,2.0,,,,,1,0,0.5,0.367816091954023,0.0,1.0,23.43,,15.23,,0.0,60.3,0.8400000000000001,24,SJK,Inter Turku,1,Draw,1,0,0.5,0.367816091954023,0.0,1.0,13,9
127,127,522340,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,,Seinäjoen keskuskenttä,Seinäjoki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,689,SJK,https://media.api-sports.io/football/teams/689.png,Draw,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,2.0,2.0,0.0,1.0,2.0,2.0,,,,,1,0,0.5,0.367816091954023,0.0,1.0,23.43,,15.23,,0.0,60.3,0.8400000000000001,24,Inter Turku,SJK,0,Draw,0,1,0.367816091954023,0.5,1.0,0.0,9,13
128,128,522341,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,628.0,Rovaniemen Keskuskenttä,Rovaniemi,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,1167,Rops,https://media.api-sports.io/football/teams/1167.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,,-1,-1,0.2777777777777778,0.3333333333333333,0.25,0.75,24.648351648351642,0.0,9.560439560439562,,,38.42857142857143,,1,Rops,KuPS,1,True,-1,-1,0.2777777777777778,0.3333333333333333,0.25,0.75,11,7
128,128,522341,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,628.0,Rovaniemen Keskuskenttä,Rovaniemi,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,1167,Rops,https://media.api-sports.io/football/teams/1167.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,,-1,-1,0.2777777777777778,0.3333333333333333,0.25,0.75,24.648351648351642,0.0,9.560439560439562,,,38.42857142857143,,1,KuPS,Rops,0,False,-1,-1,0.3333333333333333,0.2777777777777778,0.75,0.25,7,11
129,129,522342,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,,Hietalahden jalkapallostadion,Vaasa,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,,-1,3,0.3953488372093023,0.47126436781609193,0.42857142857142855,0.42857142857142855,25.5,7.1,14.95,,0.0,52.1,3.14,1,vaasa PS,FC Lahti,1,False,-1,3,0.3953488372093023,0.47126436781609193,0.42857142857142855,0.42857142857142855,3,5
129,129,522342,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,,Hietalahden jalkapallostadion,Vaasa,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,,-1,3,0.3953488372093023,0.47126436781609193,0.42857142857142855,0.42857142857142855,25.5,7.1,14.95,,0.0,52.1,3.14,1,FC Lahti,vaasa PS,0,True,3,-1,0.47126436781609193,0.3953488372093023,0.42857142857142855,0.42857142857142855,5,3
130,130,522343,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,Draw,1.0,1.0,0.0,1.0,1.0,1.0,,,,,0,1,0.40229885057471265,0.39080459770114945,0.2857142857142857,0.14285714285714285,24.79,,15.140000000000004,,0.0,54.9,,1,Honka,IFK Mariehamn,1,Draw,0,1,0.40229885057471265,0.39080459770114945,0.2857142857142857,0.14285714285714285,2,4
130,130,522343,,UTC,2014-08-03T15:30:00+00:00,1407079800,1407079800.0,1407083400.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,Draw,1.0,1.0,0.0,1.0,1.0,1.0,,,,,0,1,0.40229885057471265,0.39080459770114945,0.2857142857142857,0.14285714285714285,24.79,,15.140000000000004,,0.0,54.9,,1,IFK Mariehamn,Honka,0,Draw,1,0,0.39080459770114945,0.40229885057471265,0.14285714285714285,0.2857142857142857,4,2
131,131,522344,,UTC,2014-08-04T15:30:00+00:00,1407166200,1407166200.0,1407169800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,Draw,2.0,2.0,2.0,1.0,2.0,2.0,,,,,0,-1,0.3448275862068966,0.28735632183908044,0.2857142857142857,0.42857142857142855,29.6,0.0,12.959999999999999,,0.0,36.0,4.51,6,Turku PS,FF Jaro,1,Draw,0,-1,0.3448275862068966,0.28735632183908044,0.2857142857142857,0.42857142857142855,8,10
131,131,522344,,UTC,2014-08-04T15:30:00+00:00,1407166200,1407166200.0,1407169800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 22,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,Draw,2.0,2.0,2.0,1.0,2.0,2.0,,,,,0,-1,0.3448275862068966,0.28735632183908044,0.2857142857142857,0.42857142857142855,29.6,0.0,12.959999999999999,,0.0,36.0,4.51,6,FF Jaro,Turku PS,0,Draw,-1,0,0.28735632183908044,0.3448275862068966,0.42857142857142855,0.2857142857142857,10,8
132,132,522345,,UTC,2014-08-09T13:00:00+00:00,1407589200,1407589200.0,1407592800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 23,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,689,SJK,https://media.api-sports.io/football/teams/689.png,Draw,1.0,1.0,0.0,0.0,1.0,1.0,,,,,0,0,0.36363636363636365,0.47619047619047616,0.5,0.0,26.810000000000002,3.3,11.679999999999998,0.0,0.0,39.0,4.080000000000001,6,Inter Turku,SJK,1,Draw,0,0,0.36363636363636365,0.47619047619047616,0.5,0.0,9,13
132,132,522345,,UTC,2014-08-09T13:00:00+00:00,1407589200,1407589200.0,1407592800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 23,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,689,SJK,https://media.api-sports.io/football/teams/689.png,Draw,1.0,1.0,0.0,0.0,1.0,1.0,,,,,0,0,0.36363636363636365,0.47619047619047616,0.5,0.0,26.810000000000002,3.3,11.679999999999998,0.0,0.0,39.0,4.080000000000001,6,SJK,Inter Turku,0,Draw,0,0,0.47619047619047616,0.36363636363636365,0.0,0.5,13,9
133,133,522346,,UTC,2014-08-10T15:30:00+00:00,1407684600,1407684600.0,1407688200.0,622.0,Savon Sanomat Areena,Kuopio,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 23,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,-2,1,0.32954545454545453,0.2909090909090909,0.6,0.4,22.909999999999997,7.0,14.720000000000002,,0.0,59.9,1.8800000000000001,2,KuPS,Rops,1,True,-2,1,0.32954545454545453,0.2909090909090909,0.6,0.4,7,11
133,133,522346,,UTC,2014-08-10T15:30:00+00:00,1407684600,1407684600.0,1407688200.0,622.0,Savon Sanomat Areena,Kuopio,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 23,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,-2,1,0.32954545454545453,0.2909090909090909,0.6,0.4,22.909999999999997,7.0,14.720000000000002,,0.0,59.9,1.8800000000000001,2,Rops,KuPS,0,False,1,-2,0.2909090909090909,0.32954545454545453,0.4,0.6,11,7
134,134,522347,,UTC,2014-08-10T15:30:00+00:00,1407684600,1407684600.0,1407688200.0,,Kisapuisto,Lahti,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2014,Regular Season - 23,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,,4,-2,0.4772727272727273,0.39080459770114945,0.5,0.375,24.8,0.4,13.55,,,49.7,0.8400000000000001,3,FC Lahti,vaasa PS,1,True,4,-2,0.4772727272727273,0.39080459770114945,0.5,0.375,5,3
